api_fullname;api_lib_id;lib_name;query;query_rank;didactic;loc;tokens;tokens_density;comments;comments_ratio;readability;reusability;api_count;api_ratio;cosine_sim;soft_cosine_sim
org.apache.commons.csv.CSVFormat.parse;6;ApacheCommons;CSVFormat parse;1;0;24;83;3.46;0;0.0;0.15;0.75;4;0.05;0.18;0.25
org.apache.commons.csv.CSVFormat.parse;7;ApacheCommons;CSVFormat parse;3;0;20;80;4.0;0;0.0;0.04;0.73;5;0.06;0.28;0.3
org.apache.commons.csv.CSVFormat.parse;8;ApacheCommons;CSVFormat parse;2;0;9;38;4.22;0;0.0;0.24;0.86;5;0.13;0.46;0.46
org.apache.commons.csv.CSVFormat.parse;9;ApacheCommons;CSVFormat parse;5;0;18;67;3.72;0;0.0;0.17;0.67;2;0.03;0.12;0.17
org.apache.commons.csv.CSVFormat.parse;10;ApacheCommons;CSVFormat parse;4;0;18;60;3.33;0;0.0;0.13;0.86;5;0.08;0.27;0.27
org.apache.commons.csv.CSVFormat.withCommentMarker;1;ApacheCommons;CSVFormat withCommentMarker;7;1;3;7;2.33;0;0.0;0.61;1;2;0.29;0.53;0.45
org.apache.commons.csv.CSVFormat.withCommentMarker;2;ApacheCommons;CSVFormat withCommentMarker;9;1;9;21;2.33;0;0.0;0.78;1.0;5;0.24;0.57;0.48
org.apache.commons.csv.CSVFormat.withCommentMarker;3;ApacheCommons;CSVFormat withCommentMarker;8;1;4;20;5.0;1;0.25;0.69;1.0;2;0.1;0.27;0.19
org.apache.commons.csv.CSVFormat.withCommentMarker;4;ApacheCommons;CSVFormat withCommentMarker;10;1;10;22;2.2;0;0.0;0.79;1.0;4;0.18;0.45;0.46
org.apache.commons.csv.CSVFormat.withCommentMarker;5;ApacheCommons;CSVFormat withCommentMarker;2;1;4;16;4.0;0;0.0;0.59;1.0;3;0.19;0.47;0.55
org.apache.commons.csv.CSVFormat.withCommentMarker;6;ApacheCommons;CSVFormat withCommentMarker;5;0;13;40;3.08;0;0.0;0.41;1.0;3;0.08;0.16;0.15
org.apache.commons.csv.CSVFormat.withCommentMarker;7;ApacheCommons;CSVFormat withCommentMarker;4;0;11;27;2.45;0;0.0;0.52;1;3;0.11;0.32;0.36
org.apache.commons.csv.CSVFormat.withCommentMarker;8;ApacheCommons;CSVFormat withCommentMarker;6;0;8;29;3.62;0;0.0;0.37;1.0;3;0.1;0.28;0.27
org.apache.commons.csv.CSVFormat.withCommentMarker;9;ApacheCommons;CSVFormat withCommentMarker;3;0;13;55;4.23;1;0.08;0.74;1.0;3;0.05;0.16;0.15
org.apache.commons.csv.CSVFormat.withCommentMarker;10;ApacheCommons;CSVFormat withCommentMarker;1;0;52;161;3.1;6;0.12;0.24;1.0;4;0.02;0.06;0.04
org.apache.commons.csv.CSVFormat.withDelimiter;1;ApacheCommons;CSVFormat withDelimiter;8;1;6;24;4.0;0;0.0;0.20;1.0;8;0.33;0.66;0.66
org.apache.commons.csv.CSVFormat.withDelimiter;2;ApacheCommons;CSVFormat withDelimiter;10;1;9;40;4.44;2;0.22;0.49;1.0;3;0.08;0.21;0.21
org.apache.commons.csv.CSVFormat.withDelimiter;3;ApacheCommons;CSVFormat withDelimiter;6;1;3;33;11.0;0;0.0;0.05;1.0;2;0.06;0.2;0.23
org.apache.commons.csv.CSVFormat.withDelimiter;4;ApacheCommons;CSVFormat withDelimiter;7;1;8;33;4.12;2;0.25;0.45;1.0;2;0.06;0.2;0.18
org.apache.commons.csv.CSVFormat.withDelimiter;5;ApacheCommons;CSVFormat withDelimiter;5;1;4;14;3.5;0;0.0;0.68;1.0;3;0.21;0.5;0.59
org.apache.commons.csv.CSVFormat.withDelimiter;6;ApacheCommons;CSVFormat withDelimiter;4;0;12;60;5.0;0;0.0;0.15;0.4;5;0.08;0.25;0.25
org.apache.commons.csv.CSVFormat.withDelimiter;7;ApacheCommons;CSVFormat withDelimiter;3;0;7;54;7.71;0;0.0;0.01;0.2;6;0.11;0.38;0.4
org.apache.commons.csv.CSVFormat.withDelimiter;8;ApacheCommons;CSVFormat withDelimiter;9;0;10;24;2.4;0;0.0;0.39;1.0;3;0.12;0.27;0.27
org.apache.commons.csv.CSVFormat.withDelimiter;9;ApacheCommons;CSVFormat withDelimiter;1;0;22;74;3.36;0;0.0;0.03;1.0;18;0.24;0.57;0.57
org.apache.commons.csv.CSVFormat.withDelimiter;10;ApacheCommons;CSVFormat withDelimiter;2;0;12;100;8.33;0;0.0;0.00;0.18;6;0.06;0.24;0.25
org.apache.commons.csv.CSVFormat.withHeader;1;ApacheCommons;CSVFormat withHeader;10;1;12;39;3.25;0;0.0;0.62;1.0;2;0.05;0.14;0.14
org.apache.commons.csv.CSVFormat.withHeader;2;ApacheCommons;CSVFormat withHeader;9;1;2;13;6.5;0;0.0;0.48;1.0;2;0.15;0.34;0.35
org.apache.commons.csv.CSVFormat.withHeader;3;ApacheCommons;CSVFormat withHeader;3;1;9;29;3.22;0;0.0;0.53;1.0;2;0.07;0.22;0.22
org.apache.commons.csv.CSVFormat.withHeader;4;ApacheCommons;CSVFormat withHeader;8;1;6;24;4.0;0;0.0;0.69;1.0;2;0.08;0.2;0.18
org.apache.commons.csv.CSVFormat.withHeader;5;ApacheCommons;CSVFormat withHeader;7;1;9;30;3.33;0;0.0;0.66;0.67;2;0.07;0.17;0.16
org.apache.commons.csv.CSVFormat.withHeader;6;ApacheCommons;CSVFormat withHeader;5;0;17;62;3.65;1;0.06;0.70;0.8;2;0.03;0.12;0.11
org.apache.commons.csv.CSVFormat.withHeader;7;ApacheCommons;CSVFormat withHeader;2;0;10;23;2.3;0;0.0;0.65;1.0;3;0.13;0.34;0.31
org.apache.commons.csv.CSVFormat.withHeader;8;ApacheCommons;CSVFormat withHeader;1;0;14;69;4.93;2;0.14;0.69;0.0;3;0.04;0.14;0.13
org.apache.commons.csv.CSVFormat.withHeader;9;ApacheCommons;CSVFormat withHeader;4;0;11;43;3.91;1;0.09;0.63;0.2;2;0.05;0.14;0.14
org.apache.commons.csv.CSVFormat.withHeader;10;ApacheCommons;CSVFormat withHeader;6;0;11;36;3.27;0;0.0;0.30;1.0;2;0.06;0.17;0.17
org.apache.commons.csv.CSVFormat.withQuote;1;ApacheCommons;CSVFormat withQuote;7;1;11;29;2.64;0;0.0;0.67;1.0;2;0.07;0.23;0.24
org.apache.commons.csv.CSVFormat.withQuote;2;ApacheCommons;CSVFormat withQuote;10;1;3;10;3.33;0;0.0;0.83;1.0;2;0.2;0.45;0.45
org.apache.commons.csv.CSVFormat.withQuote;3;ApacheCommons;CSVFormat withQuote;8;1;4;15;3.75;0;0.0;0.75;1.0;2;0.13;0.34;0.33
org.apache.commons.csv.CSVFormat.withQuote;4;ApacheCommons;CSVFormat withQuote;2;1;7;11;1.57;0;0.0;0.50;1;4;0.36;0.69;0.73
org.apache.commons.csv.CSVFormat.withQuote;5;ApacheCommons;CSVFormat withQuote;6;1;9;37;4.11;0;0.0;0.48;1.0;2;0.05;0.18;0.19
org.apache.commons.csv.CSVFormat.withQuote;6;ApacheCommons;CSVFormat withQuote;1;0;22;74;3.36;0;0.0;0.04;1.0;18;0.24;0.58;0.58
org.apache.commons.csv.CSVFormat.withQuote;7;ApacheCommons;CSVFormat withQuote;10;0;22;84;3.82;0;0.0;0.18;0.58;2;0.02;0.09;0.09
org.apache.commons.csv.CSVFormat.withQuote;8;ApacheCommons;CSVFormat withQuote;4;0;13;40;3.08;0;0.0;0.44;1.0;3;0.08;0.16;0.16
org.apache.commons.csv.CSVFormat.withQuote;9;ApacheCommons;CSVFormat withQuote;3;0;14;59;4.21;0;0.0;0.36;0.86;4;0.07;0.23;0.23
org.apache.commons.csv.CSVFormat.withQuote;10;ApacheCommons;CSVFormat withQuote;5;0;9;18;2.0;0;0.0;0.50;1;3;0.17;0.47;0.49
org.apache.commons.io.FilenameUtils.concat;1;ApacheCommons;FilenameUtils concat;1;1;24;126;5.25;3;0.12;0.87;1.0;9;0.07;0.24;0.19
org.apache.commons.io.FilenameUtils.concat;2;ApacheCommons;FilenameUtils concat;3;1;31;149;4.81;2;0.06;0.06;1.0;58;0.39;0.64;0.64
org.apache.commons.io.FilenameUtils.concat;3;ApacheCommons;FilenameUtils concat;2;1;4;32;8.0;4;1.0;0.11;1.0;8;0.25;0.58;0.58
org.apache.commons.io.FilenameUtils.concat;4;ApacheCommons;FilenameUtils concat;9;1;2;17;8.5;0;0.0;0.68;1.0;2;0.12;0.27;0.27
org.apache.commons.io.FilenameUtils.concat;5;ApacheCommons;FilenameUtils concat;8;1;2;12;6.0;0;0.0;0.41;1.0;2;0.17;0.35;0.41
org.apache.commons.io.FilenameUtils.concat;6;ApacheCommons;FilenameUtils concat;4;0;15;57;3.8;0;0.0;0.42;0.71;4;0.07;0.22;0.27
org.apache.commons.io.FilenameUtils.concat;7;ApacheCommons;FilenameUtils concat;6;0;22;83;3.77;2;0.09;0.37;0.6;4;0.05;0.19;0.23
org.apache.commons.io.FilenameUtils.concat;8;ApacheCommons;FilenameUtils concat;7;0;19;90;4.74;0;0.0;0.43;0.64;6;0.07;0.28;0.3
org.apache.commons.io.FilenameUtils.concat;9;ApacheCommons;FilenameUtils concat;10;0;6;30;5.0;0;0.0;0.46;0.67;4;0.13;0.34;0.35
org.apache.commons.io.FilenameUtils.concat;10;ApacheCommons;FilenameUtils concat;5;0;10;35;3.5;0;0.0;0.52;1.0;2;0.06;0.19;0.23
org.apache.commons.io.FilenameUtils.getExtension;1;ApacheCommons;FilenameUtils getExtension;2;1;17;90;5.29;0;0.0;0.29;1.0;8;0.09;0.26;0.24
org.apache.commons.io.FilenameUtils.getExtension;2;ApacheCommons;FilenameUtils getExtension;1;1;11;71;6.45;0;0.0;0.48;1.0;8;0.11;0.31;0.31
org.apache.commons.io.FilenameUtils.getExtension;3;ApacheCommons;FilenameUtils getExtension;9;1;2;19;9.5;2;1.0;0.20;1.0;4;0.21;0.51;0.49
org.apache.commons.io.FilenameUtils.getExtension;4;ApacheCommons;FilenameUtils getExtension;10;1;3;9;3.0;0;0.0;0.66;1.0;2;0.22;0.39;0.41
org.apache.commons.io.FilenameUtils.getExtension;5;ApacheCommons;FilenameUtils getExtension;8;1;15;66;4.4;0;0.0;0.27;1.0;26;0.39;0.77;0.77
org.apache.commons.io.FilenameUtils.getExtension;6;ApacheCommons;FilenameUtils getExtension;6;0;17;70;4.12;1;0.06;0.44;0.86;2;0.03;0.12;0.11
org.apache.commons.io.FilenameUtils.getExtension;7;ApacheCommons;FilenameUtils getExtension;5;0;16;58;3.62;0;0.0;0.68;0.6;2;0.03;0.11;0.11
org.apache.commons.io.FilenameUtils.getExtension;8;ApacheCommons;FilenameUtils getExtension;4;0;23;69;3.0;0;0.0;0.15;0.9;2;0.03;0.1;0.1
org.apache.commons.io.FilenameUtils.getExtension;9;ApacheCommons;FilenameUtils getExtension;3;0;13;68;5.23;0;0.0;0.17;0.71;3;0.04;0.13;0.13
org.apache.commons.io.FilenameUtils.getExtension;10;ApacheCommons;FilenameUtils getExtension;7;0;13;31;2.38;0;0.0;0.67;0.75;2;0.06;0.17;0.16
org.apache.commons.io.FilenameUtils.isExtension;1;ApacheCommons;FilenameUtils isExtension;4;1;26;169;6.5;0;0.0;0.54;1.0;48;0.28;0.58;0.56
org.apache.commons.io.FilenameUtils.isExtension;2;ApacheCommons;FilenameUtils isExtension;9;1;3;7;2.33;0;0.0;0.65;1.0;2;0.29;0.53;0.53
org.apache.commons.io.FilenameUtils.isExtension;3;ApacheCommons;FilenameUtils isExtension;3;1;24;100;4.17;3;0.12;0.69;1.0;3;0.03;0.13;0.11
org.apache.commons.io.FilenameUtils.isExtension;4;ApacheCommons;FilenameUtils isExtension;1;1;15;109;7.27;5;0.33;0.30;0.83;7;0.06;0.2;0.18
org.apache.commons.io.FilenameUtils.isExtension;5;ApacheCommons;FilenameUtils isExtension;8;1;4;16;4.0;0;0.0;0.64;1.0;2;0.12;0.32;0.3
org.apache.commons.io.FilenameUtils.isExtension;6;ApacheCommons;FilenameUtils isExtension;6;0;18;53;2.94;0;0.0;0.49;1.0;2;0.04;0.12;0.11
org.apache.commons.io.FilenameUtils.isExtension;7;ApacheCommons;FilenameUtils isExtension;10;0;3;18;6.0;0;0.0;0.57;1.0;2;0.11;0.28;0.26
org.apache.commons.io.FilenameUtils.isExtension;8;ApacheCommons;FilenameUtils isExtension;5;0;14;75;5.36;1;0.07;0.15;0.38;2;0.03;0.07;0.07
org.apache.commons.io.FilenameUtils.isExtension;9;ApacheCommons;FilenameUtils isExtension;7;0;4;38;9.5;0;0.0;0.03;0.71;1;0.03;0.08;0.08
org.apache.commons.io.FilenameUtils.isExtension;10;ApacheCommons;FilenameUtils isExtension;2;0;12;43;3.58;0;0.0;0.64;1.0;4;0.09;0.25;0.25
org.apache.commons.io.FilenameUtils.normalize;1;ApacheCommons;FilenameUtils normalize;1;1;8;27;3.38;2;0.25;0.90;1.0;10;0.37;0.76;0.74
org.apache.commons.io.FilenameUtils.normalize;2;ApacheCommons;FilenameUtils normalize;2;1;11;59;5.36;0;0.0;0.62;1.0;5;0.08;0.26;0.42
org.apache.commons.io.FilenameUtils.normalize;3;ApacheCommons;FilenameUtils normalize;9;1;3;18;6.0;1;0.33;0.82;1.0;2;0.11;0.26;0.33
org.apache.commons.io.FilenameUtils.normalize;4;ApacheCommons;FilenameUtils normalize;6;1;140;709;5.06;24;0.17;0.00;1.0;276;0.39;0.65;0.65
org.apache.commons.io.FilenameUtils.normalize;5;ApacheCommons;FilenameUtils normalize;7;1;5;22;4.4;0;0.0;0.82;1.0;2;0.09;0.25;0.39
org.apache.commons.io.FilenameUtils.normalize;6;ApacheCommons;FilenameUtils normalize;5;0;31;138;4.45;1;0.03;0.29;0.44;2;0.01;0.06;0.06
org.apache.commons.io.FilenameUtils.normalize;7;ApacheCommons;FilenameUtils normalize;4;0;9;35;3.89;0;0.0;0.46;0.75;4;0.11;0.37;0.39
org.apache.commons.io.FilenameUtils.normalize;8;ApacheCommons;FilenameUtils normalize;8;0;4;16;4.0;0;0.0;0.85;1.0;3;0.19;0.34;0.34
org.apache.commons.io.FilenameUtils.normalize;9;ApacheCommons;FilenameUtils normalize;3;0;10;31;3.1;0;0.0;0.58;1.0;4;0.13;0.34;0.35
org.apache.commons.io.FilenameUtils.normalize;10;ApacheCommons;FilenameUtils normalize;10;0;10;35;3.5;0;0.0;0.43;0.75;2;0.06;0.17;0.16
org.apache.commons.io.FilenameUtils.separatorsToUnix;1;ApacheCommons;FilenameUtils separatorsToUnix;1;1;11;68;6.18;0;0.0;0.64;1.0;6;0.09;0.25;0.22
org.apache.commons.io.FilenameUtils.separatorsToUnix;2;ApacheCommons;FilenameUtils separatorsToUnix;7;1;8;25;3.12;0;0.0;0.66;1.0;12;0.48;0.78;0.65
org.apache.commons.io.FilenameUtils.separatorsToUnix;3;ApacheCommons;FilenameUtils separatorsToUnix;2;1;9;25;2.78;1;0.11;0.80;1.0;3;0.12;0.34;0.16
org.apache.commons.io.FilenameUtils.separatorsToUnix;4;ApacheCommons;FilenameUtils separatorsToUnix;9;1;7;34;4.86;0;0.0;0.64;1.0;4;0.12;0.32;0.35
org.apache.commons.io.FilenameUtils.separatorsToUnix;5;ApacheCommons;FilenameUtils separatorsToUnix;5;1;17;81;4.76;0;0.0;0.19;1.0;2;0.02;0.08;0.0
org.apache.commons.io.FilenameUtils.separatorsToUnix;6;ApacheCommons;FilenameUtils separatorsToUnix;3;0;6;31;5.17;0;0.0;0.53;0.8;2;0.06;0.18;0.13
org.apache.commons.io.FilenameUtils.separatorsToUnix;7;ApacheCommons;FilenameUtils separatorsToUnix;4;0;9;39;4.33;0;0.0;0.24;0.83;2;0.05;0.16;0.11
org.apache.commons.io.FilenameUtils.separatorsToUnix;8;ApacheCommons;FilenameUtils separatorsToUnix;8;0;9;49;5.44;0;0.0;0.35;0.38;9;0.18;0.52;0.44
org.apache.commons.io.FilenameUtils.separatorsToUnix;9;ApacheCommons;FilenameUtils separatorsToUnix;6;0;8;67;8.38;0;0.0;0.08;0.25;20;0.3;0.65;0.71
org.apache.commons.io.FilenameUtils.separatorsToUnix;10;ApacheCommons;FilenameUtils separatorsToUnix;10;0;4;17;4.25;0;0.0;0.65;1.0;2;0.12;0.26;0.19
org.apache.commons.io.IOUtils.closeQuietly;1;ApacheCommons;IOUtils closeQuietly;5;1;11;52;4.73;3;0.27;0.94;1.0;2;0.04;0.13;0.12
org.apache.commons.io.IOUtils.closeQuietly;2;ApacheCommons;IOUtils closeQuietly;1;1;8;27;3.38;1;0.12;0.73;1.0;3;0.11;0.36;0.35
org.apache.commons.io.IOUtils.closeQuietly;3;ApacheCommons;IOUtils closeQuietly;2;1;7;20;2.86;3;0.43;0.96;1;2;0.1;0.27;0.27
org.apache.commons.io.IOUtils.closeQuietly;4;ApacheCommons;IOUtils closeQuietly;10;1;6;20;3.33;1;0.17;0.74;1.0;3;0.15;0.4;0.39
org.apache.commons.io.IOUtils.closeQuietly;5;ApacheCommons;IOUtils closeQuietly;9;1;14;52;3.71;0;0.0;0.62;1.0;4;0.08;0.26;0.25
org.apache.commons.io.IOUtils.closeQuietly;6;ApacheCommons;IOUtils closeQuietly;3;0;13;39;3.0;1;0.08;0.56;0.8;2;0.05;0.18;0.19
org.apache.commons.io.IOUtils.closeQuietly;7;ApacheCommons;IOUtils closeQuietly;8;0;18;40;2.22;0;0.0;0.62;0.5;5;0.12;0.39;0.38
org.apache.commons.io.IOUtils.closeQuietly;8;ApacheCommons;IOUtils closeQuietly;7;0;13;57;4.38;3;0.23;0.54;1.0;3;0.05;0.21;0.2
org.apache.commons.io.IOUtils.closeQuietly;9;ApacheCommons;IOUtils closeQuietly;6;0;15;51;3.4;0;0.0;0.29;0.8;2;0.04;0.15;0.15
org.apache.commons.io.IOUtils.closeQuietly;10;ApacheCommons;IOUtils closeQuietly;4;0;13;50;3.85;0;0.0;0.67;0.6;2;0.04;0.12;0.12
org.apache.commons.io.IOUtils.copy;1;ApacheCommons;IOUtils copy;8;1;8;33;4.12;1;0.12;0.86;1.0;2;0.06;0.17;0.17
org.apache.commons.io.IOUtils.copy;2;ApacheCommons;IOUtils copy;9;1;3;13;4.33;0;0.0;0.59;1.0;2;0.15;0.31;0.3
org.apache.commons.io.IOUtils.copy;3;ApacheCommons;IOUtils copy;2;1;11;36;3.27;1;0.09;0.86;1.0;4;0.11;0.31;0.31
org.apache.commons.io.IOUtils.copy;4;ApacheCommons;IOUtils copy;10;1;9;33;3.67;0;0.0;0.45;1.0;2;0.06;0.18;0.19
org.apache.commons.io.IOUtils.copy;5;ApacheCommons;IOUtils copy;1;1;13;53;4.08;0;0.0;0.65;0.5;4;0.08;0.23;0.22
org.apache.commons.io.IOUtils.copy;6;ApacheCommons;IOUtils copy;5;0;12;55;4.58;3;0.25;0.68;0.86;2;0.04;0.12;0.12
org.apache.commons.io.IOUtils.copy;7;ApacheCommons;IOUtils copy;6;0;16;45;2.81;0;0.0;0.44;0.44;2;0.04;0.14;0.15
org.apache.commons.io.IOUtils.copy;8;ApacheCommons;IOUtils copy;7;0;18;79;4.39;0;0.0;0.05;0.25;4;0.05;0.21;0.21
org.apache.commons.io.IOUtils.copy;9;ApacheCommons;IOUtils copy;4;0;15;56;3.73;0;0.0;0.29;1.0;2;0.04;0.1;0.1
org.apache.commons.io.IOUtils.copy;10;ApacheCommons;IOUtils copy;3;0;7;26;3.71;0;0.0;0.35;0.67;2;0.08;0.2;0.21
org.apache.commons.io.IOUtils.readLines;1;ApacheCommons;IOUtils readLines;4;1;13;40;3.08;0;0.0;0.60;1.0;2;0.05;0.17;0.17
org.apache.commons.io.IOUtils.readLines;2;ApacheCommons;IOUtils readLines;6;1;13;30;2.31;1;0.08;0.44;1.0;2;0.07;0.22;0.21
org.apache.commons.io.IOUtils.readLines;3;ApacheCommons;IOUtils readLines;2;1;9;36;4.0;0;0.0;0.37;1.0;5;0.14;0.39;0.38
org.apache.commons.io.IOUtils.readLines;4;ApacheCommons;IOUtils readLines;1;1;21;114;5.43;7;0.33;0.45;1.0;6;0.05;0.22;0.16
org.apache.commons.io.IOUtils.readLines;5;ApacheCommons;IOUtils readLines;5;1;7;14;2.0;0;0.0;0.79;0.75;2;0.14;0.35;0.36
org.apache.commons.io.IOUtils.readLines;6;ApacheCommons;IOUtils readLines;7;0;17;61;3.59;1;0.06;0.74;0.89;2;0.03;0.12;0.11
org.apache.commons.io.IOUtils.readLines;7;ApacheCommons;IOUtils readLines;3;0;20;66;3.3;2;0.1;0.65;0.83;3;0.05;0.18;0.17
org.apache.commons.io.IOUtils.readLines;8;ApacheCommons;IOUtils readLines;8;0;16;47;2.94;0;0.0;0.32;0.75;2;0.04;0.14;0.14
org.apache.commons.io.IOUtils.readLines;9;ApacheCommons;IOUtils readLines;10;0;9;43;4.78;0;0.0;0.34;1.0;2;0.05;0.14;0.14
org.apache.commons.io.IOUtils.readLines;10;ApacheCommons;IOUtils readLines;9;0;10;33;3.3;0;0.0;0.34;1.0;2;0.06;0.18;0.17
org.apache.commons.io.IOUtils.toByteArray;1;ApacheCommons;IOUtils toByteArray;9;1;5;25;5.0;0;0.0;0.48;1.0;2;0.08;0.24;0.25
org.apache.commons.io.IOUtils.toByteArray;2;ApacheCommons;IOUtils toByteArray;3;1;5;16;3.2;0;0.0;0.54;1.0;2;0.12;0.29;0.32
org.apache.commons.io.IOUtils.toByteArray;3;ApacheCommons;IOUtils toByteArray;2;1;9;39;4.33;0;0.0;0.69;1.0;2;0.05;0.17;0.23
org.apache.commons.io.IOUtils.toByteArray;4;ApacheCommons;IOUtils toByteArray;1;1;16;48;3.0;2;0.12;0.84;1.0;4;0.08;0.28;0.25
org.apache.commons.io.IOUtils.toByteArray;5;ApacheCommons;IOUtils toByteArray;8;1;4;24;6.0;2;0.5;0.70;1.0;4;0.17;0.42;0.44
org.apache.commons.io.IOUtils.toByteArray;6;ApacheCommons;IOUtils toByteArray;5;0;20;72;3.6;0;0.0;0.25;1.0;2;0.03;0.1;0.1
org.apache.commons.io.IOUtils.toByteArray;7;ApacheCommons;IOUtils toByteArray;4;0;14;62;4.43;0;0.0;0.31;0.83;2;0.03;0.12;0.12
org.apache.commons.io.IOUtils.toByteArray;8;ApacheCommons;IOUtils toByteArray;6;0;24;79;3.29;1;0.04;0.35;0.89;2;0.03;0.09;0.09
org.apache.commons.io.IOUtils.toByteArray;9;ApacheCommons;IOUtils toByteArray;7;0;18;63;3.5;0;0.0;0.22;0.36;3;0.05;0.18;0.18
org.apache.commons.io.IOUtils.toByteArray;10;ApacheCommons;IOUtils toByteArray;10;0;10;31;3.1;0;0.0;0.42;0.67;2;0.06;0.18;0.18
org.apache.commons.io.IOUtils.toInputStream;1;ApacheCommons;IOUtils toInputStream;9;1;5;13;2.6;0;0.0;0.59;1.0;2;0.15;0.37;0.38
org.apache.commons.io.IOUtils.toInputStream;2;ApacheCommons;IOUtils toInputStream;6;1;12;54;4.5;0;0.0;0.42;1.0;9;0.17;0.43;0.43
org.apache.commons.io.IOUtils.toInputStream;3;ApacheCommons;IOUtils toInputStream;8;1;4;15;3.75;0;0.0;0.64;1.0;2;0.13;0.31;0.32
org.apache.commons.io.IOUtils.toInputStream;4;ApacheCommons;IOUtils toInputStream;4;1;2;20;10.0;0;0.0;0.57;1.0;2;0.1;0.28;0.25
org.apache.commons.io.IOUtils.toInputStream;5;ApacheCommons;IOUtils toInputStream;1;1;6;37;6.17;0;0.0;0.63;1.0;2;0.05;0.19;0.19
org.apache.commons.io.IOUtils.toInputStream;6;ApacheCommons;IOUtils toInputStream;5;0;15;66;4.4;0;0.0;0.31;0.5;6;0.09;0.3;0.32
org.apache.commons.io.IOUtils.toInputStream;7;ApacheCommons;IOUtils toInputStream;3;0;13;50;3.85;0;0.0;0.43;0.5;2;0.04;0.14;0.15
org.apache.commons.io.IOUtils.toInputStream;8;ApacheCommons;IOUtils toInputStream;2;0;18;86;4.78;3;0.17;0.51;0.5;2;0.02;0.08;0.08
org.apache.commons.io.IOUtils.toInputStream;9;ApacheCommons;IOUtils toInputStream;7;0;7;34;4.86;0;0.0;0.37;0.75;2;0.06;0.18;0.17
org.apache.commons.io.IOUtils.toInputStream;10;ApacheCommons;IOUtils toInputStream;10;0;9;34;3.78;0;0.0;0.66;1.0;2;0.06;0.16;0.16
org.apache.commons.lang3.StringUtils.isBlank;1;ApacheCommons;StringUtils isBlank;8;1;5;18;3.6;0;0.0;0.70;1.0;10;0.56;0.86;0.81
org.apache.commons.lang3.StringUtils.isBlank;2;ApacheCommons;StringUtils isBlank;1;1;8;47;5.88;2;0.25;0.49;1.0;18;0.38;0.86;0.81
org.apache.commons.lang3.StringUtils.isBlank;3;ApacheCommons;StringUtils isBlank;10;1;3;10;3.33;2;0.67;0.63;1.0;3;0.3;0.5;0.49
org.apache.commons.lang3.StringUtils.isBlank;4;ApacheCommons;StringUtils isBlank;9;1;7;23;3.29;0;0.0;0.61;0.5;10;0.43;0.83;0.82
org.apache.commons.lang3.StringUtils.isBlank;5;ApacheCommons;StringUtils isBlank;2;1;24;173;7.21;0;0.0;0.54;1.0;20;0.12;0.32;0.26
org.apache.commons.lang3.StringUtils.isBlank;6;ApacheCommons;StringUtils isBlank;7;0;18;62;3.44;0;0.0;0.26;0.33;2;0.03;0.11;0.11
org.apache.commons.lang3.StringUtils.isBlank;7;ApacheCommons;StringUtils isBlank;4;0;15;64;4.27;0;0.0;0.32;0.33;3;0.05;0.16;0.16
org.apache.commons.lang3.StringUtils.isBlank;8;ApacheCommons;StringUtils isBlank;5;0;16;78;4.88;0;0.0;0.11;0.75;2;0.03;0.07;0.08
org.apache.commons.lang3.StringUtils.isBlank;9;ApacheCommons;StringUtils isBlank;6;0;10;38;3.8;0;0.0;0.36;0.67;2;0.05;0.17;0.17
org.apache.commons.lang3.StringUtils.isBlank;10;ApacheCommons;StringUtils isBlank;3;0;16;74;4.62;0;0.0;0.38;0.75;4;0.05;0.16;0.15
org.apache.commons.lang3.StringUtils.join;1;ApacheCommons;StringUtils join;6;1;2;7;3.5;1;0.5;0.81;1.0;2;0.29;0.39;0.48
org.apache.commons.lang3.StringUtils.join;2;ApacheCommons;StringUtils join;7;1;5;15;3.0;0;0.0;0.82;1.0;10;0.67;0.86;0.86
org.apache.commons.lang3.StringUtils.join;3;ApacheCommons;StringUtils join;2;1;7;34;4.86;1;0.14;0.89;1.0;4;0.12;0.4;0.35
org.apache.commons.lang3.StringUtils.join;4;ApacheCommons;StringUtils join;1;1;12;61;5.08;0;0.0;0.78;1.0;8;0.13;0.39;0.38
org.apache.commons.lang3.StringUtils.join;5;ApacheCommons;StringUtils join;8;1;5;25;5.0;0;0.0;0.57;1.0;4;0.16;0.4;0.4
org.apache.commons.lang3.StringUtils.join;6;ApacheCommons;StringUtils join;3;0;16;36;2.25;0;0.0;0.55;0.67;2;0.06;0.15;0.15
org.apache.commons.lang3.StringUtils.join;7;ApacheCommons;StringUtils join;5;0;18;78;4.33;0;0.0;0.15;0.5;2;0.03;0.08;0.09
org.apache.commons.lang3.StringUtils.join;8;ApacheCommons;StringUtils join;10;0;21;87;4.14;0;0.0;0.15;0.88;2;0.02;0.08;0.12
org.apache.commons.lang3.StringUtils.join;9;ApacheCommons;StringUtils join;4;0;8;26;3.25;0;0.0;0.22;0.8;2;0.08;0.19;0.24
org.apache.commons.lang3.StringUtils.join;10;ApacheCommons;StringUtils join;9;0;10;30;3.0;0;0.0;0.34;0.75;3;0.1;0.28;0.32
org.apache.commons.lang3.StringUtils.split;1;ApacheCommons;StringUtils split;7;1;5;22;4.4;0;0.0;0.83;1.0;10;0.45;0.69;0.69
