api_fullname;api_lib_id;lib_name;query;query_rank;didactic;loc;tokens;tokens_density;comments;comments_ratio;readability;reusability;api_count;api_ratio;cosine_sim;soft_cosine_sim
com.google.common.collect.Sets.intersection;3;GoogleGuava;Sets intersection;5;1;7;26;3.71;3;0.43;0.72;1.0;5;0.19;0.5;0.59
com.google.common.collect.Sets.intersection;4;GoogleGuava;Sets intersection;10;1;9;49;5.44;1;0.11;0.77;0.83;4;0.08;0.2;0.35
com.google.common.collect.Sets.intersection;5;GoogleGuava;Sets intersection;2;1;24;138;5.75;4;0.17;0.68;1.0;8;0.06;0.21;0.38
com.google.common.collect.Sets.intersection;6;GoogleGuava;Sets intersection;4;0;20;119;5.95;0;0.0;0.00;0.8;5;0.04;0.2;0.38
com.google.common.collect.Sets.intersection;7;GoogleGuava;Sets intersection;9;0;21;74;3.52;0;0.0;0.11;0.78;2;0.03;0.1;0.14
com.google.common.collect.Sets.intersection;8;GoogleGuava;Sets intersection;6;0;20;83;4.15;1;0.05;0.08;0.62;4;0.05;0.17;0.2
com.google.common.collect.Sets.intersection;9;GoogleGuava;Sets intersection;8;0;18;62;3.44;1;0.06;0.28;1.0;2;0.03;0.12;0.2
com.google.common.collect.Sets.intersection;10;GoogleGuava;Sets intersection;7;0;14;55;3.93;0;0.0;0.14;0.83;2;0.04;0.11;0.29
com.google.common.collect.Sets.powerSet;1;GoogleGuava;Sets powerSet;5;1;9;40;4.44;0;0.0;0.34;1.0;2;0.05;0.11;0.36
com.google.common.collect.Sets.powerSet;2;GoogleGuava;Sets powerSet;2;1;15;44;2.93;4;0.27;0.92;1.0;6;0.14;0.36;0.68
com.google.common.collect.Sets.powerSet;3;GoogleGuava;Sets powerSet;1;1;11;35;3.18;1;0.09;0.60;1.0;7;0.2;0.52;0.73
com.google.common.collect.Sets.powerSet;4;GoogleGuava;Sets powerSet;4;1;18;61;3.39;0;0.0;0.18;1.0;8;0.13;0.32;0.56
com.google.common.collect.Sets.powerSet;5;GoogleGuava;Sets powerSet;7;1;6;32;5.33;1;0.17;0.57;1.0;2;0.06;0.16;0.35
com.google.common.collect.Sets.powerSet;6;GoogleGuava;Sets powerSet;6;0;19;53;2.79;1;0.05;0.39;1.0;2;0.04;0.13;0.37
com.google.common.collect.Sets.powerSet;7;GoogleGuava;Sets powerSet;3;0;10;46;4.6;0;0.0;0.13;1.0;5;0.11;0.3;0.49
com.google.common.collect.Sets.powerSet;8;GoogleGuava;Sets powerSet;9;0;19;73;3.84;3;0.16;0.32;0.67;2;0.03;0.12;0.17
com.google.common.collect.Sets.powerSet;9;GoogleGuava;Sets powerSet;8;0;19;79;4.16;0;0.0;0.23;0.8;2;0.03;0.11;0.23
com.google.common.collect.Sets.powerSet;10;GoogleGuava;Sets powerSet;10;0;6;17;2.83;0;0.0;0.47;0.83;2;0.12;0.34;0.47
com.google.common.collect.Sets.union;1;GoogleGuava;Sets union;3;1;6;23;3.83;0;0.0;0.48;1.0;4;0.17;0.4;0.57
com.google.common.collect.Sets.union;2;GoogleGuava;Sets union;1;1;22;63;2.86;5;0.23;0.91;1.0;8;0.13;0.37;0.62
com.google.common.collect.Sets.union;3;GoogleGuava;Sets union;4;1;7;26;3.71;3;0.43;0.75;1.0;5;0.19;0.5;0.59
com.google.common.collect.Sets.union;4;GoogleGuava;Sets union;9;1;10;44;4.4;0;0.0;0.37;1.0;2;0.05;0.14;0.16
com.google.common.collect.Sets.union;5;GoogleGuava;Sets union;10;1;6;20;3.33;1;0.17;0.60;1.0;5;0.25;0.56;0.63
com.google.common.collect.Sets.union;6;GoogleGuava;Sets union;5;0;12;65;5.42;2;0.17;0.40;0.9;5;0.08;0.32;0.35
com.google.common.collect.Sets.union;7;GoogleGuava;Sets union;7;0;6;20;3.33;0;0.0;0.59;0.5;2;0.1;0.22;0.29
com.google.common.collect.Sets.union;8;GoogleGuava;Sets union;2;0;34;139;4.09;0;0.0;0.01;0.67;5;0.04;0.15;0.22
com.google.common.collect.Sets.union;9;GoogleGuava;Sets union;6;0;6;32;5.33;1;0.17;0.26;1.0;3;0.09;0.27;0.37
com.google.common.collect.Sets.union;10;GoogleGuava;Sets union;8;0;10;51;5.1;0;0.0;0.18;0.78;2;0.04;0.14;0.17
com.google.common.io.Files.append;1;GoogleGuava;Files append;3;1;6;20;3.33;0;0.0;0.87;1.0;3;0.15;0.33;0.67
com.google.common.io.Files.append;2;GoogleGuava;Files append;2;1;8;41;5.12;1;0.12;0.84;1.0;3;0.07;0.26;0.39
com.google.common.io.Files.append;3;GoogleGuava;Files append;8;1;5;30;6.0;0;0.0;0.81;1.0;3;0.1;0.32;0.54
com.google.common.io.Files.append;4;GoogleGuava;Files append;5;1;6;25;4.17;0;0.0;0.89;1.0;2;0.08;0.23;0.5
com.google.common.io.Files.append;5;GoogleGuava;Files append;10;1;9;50;5.56;0;0.0;0.39;1.0;9;0.18;0.39;0.45
com.google.common.io.Files.append;6;GoogleGuava;Files append;7;0;16;65;4.06;0;0.0;0.24;0.86;3;0.05;0.16;0.4
com.google.common.io.Files.append;7;GoogleGuava;Files append;4;0;16;97;6.06;2;0.12;0.52;1.0;3;0.03;0.13;0.33
com.google.common.io.Files.append;8;GoogleGuava;Files append;6;0;17;52;3.06;0;0.0;0.40;0.83;3;0.06;0.19;0.27
com.google.common.io.Files.append;9;GoogleGuava;Files append;9;0;13;59;4.54;0;0.0;0.15;0.9;3;0.05;0.19;0.3
com.google.common.io.Files.append;10;GoogleGuava;Files append;1;0;13;67;5.15;2;0.15;0.74;0.75;5;0.07;0.25;0.5
com.google.common.io.Files.createTempDir;1;GoogleGuava;Files createTempDir;3;1;6;19;3.17;0;0.0;0.81;1.0;2;0.11;0.29;0.39
com.google.common.io.Files.createTempDir;2;GoogleGuava;Files createTempDir;4;1;13;30;2.31;0;0.0;0.56;1.0;2;0.07;0.22;0.34
com.google.common.io.Files.createTempDir;3;GoogleGuava;Files createTempDir;9;1;7;20;2.86;0;0.0;0.65;1.0;2;0.1;0.21;0.28
com.google.common.io.Files.createTempDir;4;GoogleGuava;Files createTempDir;1;1;22;111;5.05;17;0.77;0.00;0.91;5;0.05;0.15;0.15
com.google.common.io.Files.createTempDir;5;GoogleGuava;Files createTempDir;8;1;5;12;2.4;0;0.0;0.84;1.0;3;0.25;0.45;0.63
com.google.common.io.Files.createTempDir;6;GoogleGuava;Files createTempDir;7;0;15;50;3.33;0;0.0;0.38;0.67;2;0.04;0.11;0.11
com.google.common.io.Files.createTempDir;7;GoogleGuava;Files createTempDir;6;0;15;48;3.2;0;0.0;0.54;0.8;2;0.04;0.13;0.13
com.google.common.io.Files.createTempDir;8;GoogleGuava;Files createTempDir;5;0;15;63;4.2;0;0.0;0.41;0.8;2;0.03;0.13;0.18
com.google.common.io.Files.createTempDir;9;GoogleGuava;Files createTempDir;10;0;6;18;3.0;0;0.0;0.43;1.0;2;0.11;0.27;0.32
com.google.common.io.Files.createTempDir;10;GoogleGuava;Files createTempDir;2;0;8;31;3.88;0;0.0;0.72;1.0;3;0.1;0.29;0.44
com.google.common.io.Files.readLines;1;GoogleGuava;Files readLines;3;1;5;26;5.2;0;0.0;0.64;1.0;2;0.08;0.22;0.51
com.google.common.io.Files.readLines;2;GoogleGuava;Files readLines;8;1;7;30;4.29;0;0.0;0.62;0.83;2;0.07;0.2;0.44
com.google.common.io.Files.readLines;3;GoogleGuava;Files readLines;2;1;10;37;3.7;0;0.0;0.71;1.0;2;0.05;0.18;0.44
com.google.common.io.Files.readLines;4;GoogleGuava;Files readLines;10;1;17;40;2.35;0;0.0;0.61;1.0;2;0.05;0.16;0.18
com.google.common.io.Files.readLines;5;GoogleGuava;Files readLines;7;1;14;30;2.14;0;0.0;0.79;1.0;2;0.07;0.2;0.46
com.google.common.io.Files.readLines;6;GoogleGuava;Files readLines;9;0;18;86;4.78;0;0.0;0.17;0.6;2;0.02;0.09;0.1
com.google.common.io.Files.readLines;7;GoogleGuava;Files readLines;4;0;17;58;3.41;0;0.0;0.19;1.0;2;0.03;0.13;0.17
com.google.common.io.Files.readLines;8;GoogleGuava;Files readLines;1;0;20;66;3.3;0;0.0;0.16;0.62;2;0.03;0.12;0.28
com.google.common.io.Files.readLines;9;GoogleGuava;Files readLines;6;0;16;57;3.56;0;0.0;0.44;0.67;2;0.04;0.16;0.19
com.google.common.io.Files.readLines;10;GoogleGuava;Files readLines;5;0;14;39;2.79;0;0.0;0.36;1.0;2;0.05;0.14;0.26
com.google.common.io.Files.toByteArray;1;GoogleGuava;Files toByteArray;9;1;10;46;4.6;0;0.0;0.35;1.0;5;0.11;0.34;0.43
com.google.common.io.Files.toByteArray;2;GoogleGuava;Files toByteArray;10;1;5;20;4.0;0;0.0;0.74;1.0;2;0.1;0.24;0.56
com.google.common.io.Files.toByteArray;3;GoogleGuava;Files toByteArray;6;1;6;28;4.67;0;0.0;0.68;1.0;3;0.11;0.33;0.5
com.google.common.io.Files.toByteArray;4;GoogleGuava;Files toByteArray;1;1;8;42;5.25;0;0.0;0.81;1.0;7;0.17;0.44;0.65
com.google.common.io.Files.toByteArray;5;GoogleGuava;Files toByteArray;3;1;15;62;4.13;0;0.0;0.49;0.8;3;0.05;0.16;0.29
com.google.common.io.Files.toByteArray;6;GoogleGuava;Files toByteArray;2;0;20;66;3.3;0;0.0;0.53;1.0;3;0.05;0.15;0.41
com.google.common.io.Files.toByteArray;7;GoogleGuava;Files toByteArray;8;0;19;66;3.47;1;0.05;0.39;0.33;2;0.03;0.12;0.17
com.google.common.io.Files.toByteArray;8;GoogleGuava;Files toByteArray;7;0;25;85;3.4;0;0.0;0.30;0.33;7;0.08;0.31;0.52
com.google.common.io.Files.toByteArray;9;GoogleGuava;Files toByteArray;4;0;16;55;3.44;0;0.0;0.40;0.88;4;0.07;0.22;0.33
com.google.common.io.Files.toByteArray;10;GoogleGuava;Files toByteArray;5;0;13;38;2.92;1;0.08;0.85;1.0;2;0.05;0.15;0.43
com.google.common.io.Files.write;1;GoogleGuava;Files write;5;1;7;31;4.43;0;0.0;0.66;1.0;3;0.1;0.26;0.51
com.google.common.io.Files.write;2;GoogleGuava;Files write;9;1;11;34;3.09;0;0.0;0.64;1.0;5;0.15;0.45;0.5
com.google.common.io.Files.write;3;GoogleGuava;Files write;2;1;15;53;3.53;0;0.0;0.73;1.0;4;0.08;0.26;0.48
com.google.common.io.Files.write;4;GoogleGuava;Files write;3;1;9;45;5.0;2;0.22;0.92;1.0;2;0.04;0.14;0.5
com.google.common.io.Files.write;5;GoogleGuava;Files write;10;1;10;31;3.1;0;0.0;0.79;1.0;2;0.06;0.21;0.53
com.google.common.io.Files.write;6;GoogleGuava;Files write;1;0;21;108;5.14;6;0.29;0.50;0.83;8;0.07;0.29;0.55
com.google.common.io.Files.write;7;GoogleGuava;Files write;4;0;16;76;4.75;0;0.0;0.69;0.86;4;0.05;0.21;0.34
com.google.common.io.Files.write;8;GoogleGuava;Files write;7;0;22;86;3.91;0;0.0;0.26;0.62;2;0.02;0.09;0.24
com.google.common.io.Files.write;9;GoogleGuava;Files write;8;0;14;56;4.0;0;0.0;0.07;0.7;2;0.04;0.14;0.22
com.google.common.io.Files.write;10;GoogleGuava;Files write;6;0;8;31;3.88;0;0.0;0.60;1.0;3;0.1;0.29;0.44
java.io.BufferedReader.close;1;JavaLib;BufferedReader close;1;1;30;97;3.23;7;0.23;0.70;1.0;6;0.06;0.25;0.28
java.io.BufferedReader.close;2;JavaLib;BufferedReader close;3;1;26;66;2.54;1;0.04;0.84;1.0;4;0.06;0.21;0.2
java.io.BufferedReader.close;3;JavaLib;BufferedReader close;8;1;32;47;1.47;0;0.0;0.45;1.0;8;0.17;0.52;0.51
java.io.BufferedReader.close;4;JavaLib;BufferedReader close;5;1;33;63;1.91;1;0.03;0.58;1.0;9;0.14;0.46;0.44
java.io.BufferedReader.close;5;JavaLib;BufferedReader close;7;1;21;46;2.19;0;0.0;0.30;1.0;3;0.07;0.22;0.21
java.io.BufferedReader.close;6;JavaLib;BufferedReader close;6;0;15;46;3.07;0;0.0;0.53;1.0;3;0.07;0.21;0.18
java.io.BufferedReader.close;7;JavaLib;BufferedReader close;9;0;15;39;2.6;0;0.0;0.29;0.5;2;0.05;0.13;0.19
java.io.BufferedReader.close;8;JavaLib;BufferedReader close;2;0;16;52;3.25;1;0.06;0.54;0.75;5;0.1;0.31;0.31
java.io.BufferedReader.close;9;JavaLib;BufferedReader close;4;0;18;45;2.5;0;0.0;0.46;1.0;4;0.09;0.28;0.28
java.io.BufferedReader.close;10;JavaLib;BufferedReader close;10;0;13;35;2.69;0;0.0;0.57;1.0;3;0.09;0.25;0.25
java.io.BufferedReader.read;1;JavaLib;BufferedReader read;7;1;33;101;3.06;7;0.21;0.65;1.0;3;0.03;0.13;0.18
java.io.BufferedReader.read;2;JavaLib;BufferedReader read;1;1;25;107;4.28;8;0.32;0.77;1.0;11;0.1;0.39;0.34
java.io.BufferedReader.read;3;JavaLib;BufferedReader read;2;1;19;45;2.37;0;0.0;0.22;1.0;6;0.13;0.4;0.44
java.io.BufferedReader.read;4;JavaLib;BufferedReader read;6;1;8;24;3.0;0;0.0;0.60;1.0;2;0.08;0.22;0.29
java.io.BufferedReader.read;5;JavaLib;BufferedReader read;10;1;16;47;2.94;1;0.06;0.84;1.0;3;0.06;0.22;0.21
java.io.BufferedReader.read;6;JavaLib;BufferedReader read;8;0;15;46;3.07;0;0.0;0.53;1.0;5;0.11;0.34;0.4
java.io.BufferedReader.read;7;JavaLib;BufferedReader read;3;0;16;50;3.12;0;0.0;0.31;1.0;3;0.06;0.21;0.23
java.io.BufferedReader.read;8;JavaLib;BufferedReader read;4;0;18;52;2.89;0;0.0;0.52;1.0;3;0.06;0.19;0.24
java.io.BufferedReader.read;9;JavaLib;BufferedReader read;5;0;14;32;2.29;0;0.0;0.65;1.0;2;0.06;0.2;0.28
java.io.BufferedReader.read;10;JavaLib;BufferedReader read;9;0;21;59;2.81;0;0.0;0.25;1.0;3;0.05;0.18;0.24
java.io.BufferedReader.readLine;1;JavaLib;BufferedReader readLine;7;1;14;41;2.93;1;0.07;0.74;1.0;3;0.07;0.27;0.26
java.io.BufferedReader.readLine;2;JavaLib;BufferedReader readLine;9;1;18;58;3.22;7;0.39;0.61;1.0;3;0.05;0.2;0.18
java.io.BufferedReader.readLine;3;JavaLib;BufferedReader readLine;1;1;21;85;4.05;6;0.29;0.81;1.0;8;0.09;0.35;0.33
java.io.BufferedReader.readLine;4;JavaLib;BufferedReader readLine;4;1;16;44;2.75;0;0.0;0.23;1.0;6;0.14;0.42;0.45
java.io.BufferedReader.readLine;5;JavaLib;BufferedReader readLine;5;1;15;47;3.13;1;0.07;0.74;1.0;2;0.04;0.15;0.17
java.io.BufferedReader.readLine;6;JavaLib;BufferedReader readLine;3;0;24;66;2.75;0;0.0;0.30;0.78;3;0.05;0.18;0.21
java.io.BufferedReader.readLine;7;JavaLib;BufferedReader readLine;2;0;19;65;3.42;0;0.0;0.32;0.6;5;0.08;0.29;0.28
java.io.BufferedReader.readLine;8;JavaLib;BufferedReader readLine;6;0;20;73;3.65;0;0.0;0.09;0.71;3;0.04;0.13;0.13
java.io.BufferedReader.readLine;9;JavaLib;BufferedReader readLine;10;0;13;48;3.69;0;0.0;0.41;0.75;6;0.12;0.41;0.43
java.io.BufferedReader.readLine;10;JavaLib;BufferedReader readLine;8;0;16;46;2.88;0;0.0;0.47;1.0;3;0.07;0.21;0.21
java.io.BufferedReader.reset;1;JavaLib;BufferedReader reset;5;1;34;121;3.56;6;0.18;0.76;1.0;6;0.05;0.17;0.16
java.io.BufferedReader.reset;2;JavaLib;BufferedReader reset;1;1;29;117;4.03;7;0.24;0.69;1.0;7;0.06;0.19;0.17
java.io.BufferedReader.reset;3;JavaLib;BufferedReader reset;6;1;20;90;4.5;3;0.15;0.87;1.0;6;0.07;0.2;0.19
java.io.BufferedReader.reset;4;JavaLib;BufferedReader reset;4;1;44;117;2.66;0;0.0;0.12;1.0;3;0.03;0.1;0.09
java.io.BufferedReader.reset;5;JavaLib;BufferedReader reset;9;1;13;39;3.0;0;0.0;0.63;1.0;3;0.08;0.24;0.22
java.io.BufferedReader.reset;6;JavaLib;BufferedReader reset;10;0;25;69;2.76;0;0.0;0.08;1.0;2;0.03;0.08;0.08
java.io.BufferedReader.reset;7;JavaLib;BufferedReader reset;8;0;23;106;4.61;5;0.22;0.45;1.0;3;0.03;0.12;0.11
java.io.BufferedReader.reset;8;JavaLib;BufferedReader reset;2;0;19;64;3.37;0;0.0;0.12;0.75;7;0.11;0.35;0.35
java.io.BufferedReader.reset;9;JavaLib;BufferedReader reset;3;0;25;79;3.16;2;0.08;0.41;1.0;5;0.06;0.19;0.19
java.io.BufferedReader.reset;10;JavaLib;BufferedReader reset;7;0;15;33;2.2;0;0.0;0.57;1.0;2;0.06;0.18;0.17
java.io.BufferedReader.skip;1;JavaLib;BufferedReader skip;7;1;29;80;2.76;6;0.21;0.68;1.0;4;0.05;0.2;0.21
java.io.BufferedReader.skip;2;JavaLib;BufferedReader skip;6;1;20;75;3.75;6;0.3;0.80;1.0;6;0.08;0.3;0.25
java.io.BufferedReader.skip;3;JavaLib;BufferedReader skip;4;1;20;47;2.35;0;0.0;0.31;1.0;7;0.15;0.44;0.49
java.io.BufferedReader.skip;4;JavaLib;BufferedReader skip;1;1;16;53;3.31;4;0.25;0.78;1.0;4;0.08;0.28;0.29
java.io.BufferedReader.skip;5;JavaLib;BufferedReader skip;3;1;12;33;2.75;0;0.0;0.65;1.0;3;0.09;0.27;0.27
java.io.BufferedReader.skip;6;JavaLib;BufferedReader skip;2;0;30;126;4.2;3;0.1;0.25;0.86;3;0.02;0.1;0.09
java.io.BufferedReader.skip;7;JavaLib;BufferedReader skip;8;0;6;26;4.33;1;0.17;0.81;1.0;3;0.12;0.36;0.38
java.io.BufferedReader.skip;8;JavaLib;BufferedReader skip;9;0;13;66;5.08;0;0.0;0.10;0.8;2;0.03;0.11;0.11
java.io.BufferedReader.skip;9;JavaLib;BufferedReader skip;10;0;5;18;3.6;0;0.0;0.50;0.0;1;0.06;0.11;0.12
java.io.BufferedReader.skip;10;JavaLib;BufferedReader skip;5;0;10;35;3.5;1;0.1;0.52;1.0;2;0.06;0.19;0.25
java.io.File.exists;1;JavaLib;File exists;6;1;13;38;2.92;3;0.23;0.95;1.0;8;0.21;0.65;0.6
java.io.File.exists;2;JavaLib;File exists;2;1;28;73;2.61;8;0.29;0.79;1.0;13;0.18;0.61;0.59
java.io.File.exists;3;JavaLib;File exists;1;1;18;71;3.94;2;0.11;0.85;1.0;20;0.28;0.79;0.78
java.io.File.exists;4;JavaLib;File exists;3;1;27;77;2.85;5;0.19;0.80;1.0;15;0.19;0.65;0.64
java.io.File.exists;5;JavaLib;File exists;4;1;16;31;1.94;0;0.0;0.83;1.0;7;0.23;0.62;0.63
java.io.File.exists;6;JavaLib;File exists;5;0;15;52;3.47;1;0.07;0.68;0.43;7;0.13;0.45;0.49
java.io.File.exists;7;JavaLib;File exists;7;0;15;39;2.6;0;0.0;0.56;1.0;5;0.13;0.36;0.35
java.io.File.exists;8;JavaLib;File exists;9;0;17;36;2.12;0;0.0;0.77;0.5;9;0.25;0.52;0.59
java.io.File.exists;9;JavaLib;File exists;10;0;20;62;3.1;0;0.0;0.33;0.67;3;0.05;0.17;0.17
java.io.File.exists;10;JavaLib;File exists;8;0;14;28;2.0;0;0.0;0.69;1.0;3;0.11;0.25;0.26
java.io.File.getAbsolutePath;1;JavaLib;File getAbsolutePath;5;1;23;56;2.43;6;0.26;0.81;1.0;5;0.09;0.33;0.34
java.io.File.getAbsolutePath;2;JavaLib;File getAbsolutePath;1;1;17;58;3.41;4;0.24;0.80;1.0;12;0.21;0.61;0.56
java.io.File.getAbsolutePath;3;JavaLib;File getAbsolutePath;6;1;21;67;3.19;5;0.24;0.83;1.0;9;0.13;0.44;0.41
java.io.File.getAbsolutePath;4;JavaLib;File getAbsolutePath;4;1;14;45;3.21;0;0.0;0.62;1.0;8;0.18;0.51;0.51
java.io.File.getAbsolutePath;5;JavaLib;File getAbsolutePath;7;1;16;45;2.81;0;0.0;0.66;1.0;7;0.16;0.47;0.5
java.io.File.getAbsolutePath;6;JavaLib;File getAbsolutePath;2;0;19;64;3.37;0;0.0;0.60;1.0;11;0.17;0.56;0.6
java.io.File.getAbsolutePath;7;JavaLib;File getAbsolutePath;9;0;16;58;3.62;0;0.0;0.32;0.6;2;0.03;0.14;0.17
java.io.File.getAbsolutePath;8;JavaLib;File getAbsolutePath;8;0;18;49;2.72;0;0.0;0.31;1.0;5;0.1;0.35;0.4
java.io.File.getAbsolutePath;9;JavaLib;File getAbsolutePath;10;0;14;46;3.29;1;0.07;0.65;1.0;3;0.07;0.19;0.31
java.io.File.getAbsolutePath;10;JavaLib;File getAbsolutePath;3;0;17;45;2.65;0;0.0;0.80;0.67;8;0.18;0.45;0.52
java.io.File.isDirectory;1;JavaLib;File isDirectory;8;1;13;38;2.92;3;0.23;0.94;1.0;4;0.11;0.35;0.38
java.io.File.isDirectory;2;JavaLib;File isDirectory;6;1;28;84;3.0;9;0.32;0.68;1.0;9;0.11;0.37;0.37
java.io.File.isDirectory;3;JavaLib;File isDirectory;3;1;17;59;3.47;3;0.18;0.84;1.0;9;0.15;0.49;0.51
java.io.File.isDirectory;4;JavaLib;File isDirectory;1;1;29;121;4.17;4;0.14;0.54;1.0;21;0.17;0.52;0.53
java.io.File.isDirectory;5;JavaLib;File isDirectory;4;1;12;53;4.42;0;0.0;0.55;1.0;2;0.04;0.11;0.4
java.io.File.isDirectory;6;JavaLib;File isDirectory;7;0;19;73;3.84;0;0.0;0.43;1.0;4;0.05;0.17;0.2
java.io.File.isDirectory;7;JavaLib;File isDirectory;2;0;20;85;4.25;0;0.0;0.30;0.71;9;0.11;0.4;0.4
java.io.File.isDirectory;8;JavaLib;File isDirectory;9;0;22;68;3.09;0;0.0;0.39;0.67;3;0.04;0.14;0.29
java.io.File.isDirectory;9;JavaLib;File isDirectory;5;0;19;58;3.05;0;0.0;0.49;0.8;8;0.14;0.39;0.49
java.io.File.isDirectory;10;JavaLib;File isDirectory;10;0;15;32;2.13;0;0.0;0.80;1.0;11;0.34;0.64;0.61
java.io.File.listFiles;1;JavaLib;File listFiles;9;1;20;54;2.7;5;0.25;0.89;1.0;7;0.13;0.46;0.46
java.io.File.listFiles;2;JavaLib;File listFiles;7;1;21;64;3.05;5;0.24;0.88;1.0;5;0.08;0.29;0.43
java.io.File.listFiles;3;JavaLib;File listFiles;3;1;18;48;2.67;3;0.17;0.90;1.0;9;0.19;0.59;0.63
java.io.File.listFiles;4;JavaLib;File listFiles;4;1;23;72;3.13;4;0.17;0.82;1.0;11;0.15;0.52;0.5
java.io.File.listFiles;5;JavaLib;File listFiles;8;1;13;31;2.38;0;0.0;0.75;1.0;7;0.23;0.6;0.66
java.io.File.listFiles;6;JavaLib;File listFiles;5;0;21;77;3.67;0;0.0;0.31;0.88;14;0.18;0.59;0.58
java.io.File.listFiles;7;JavaLib;File listFiles;6;0;16;36;2.25;0;0.0;0.53;1.0;5;0.14;0.34;0.45
java.io.File.listFiles;8;JavaLib;File listFiles;1;0;21;82;3.9;1;0.05;0.61;0.83;12;0.15;0.5;0.48
java.io.File.listFiles;9;JavaLib;File listFiles;2;0;16;39;2.44;0;0.0;0.68;1.0;10;0.26;0.63;0.67
java.io.File.listFiles;10;JavaLib;File listFiles;10;0;17;47;2.76;3;0.18;0.75;1.0;5;0.11;0.32;0.45
java.io.File.mkdirs;1;JavaLib;File mkdirs;7;1;17;44;2.59;4;0.24;0.87;1.0;3;0.07;0.28;0.34
java.io.File.mkdirs;2;JavaLib;File mkdirs;1;1;20;66;3.3;4;0.2;0.79;1.0;9;0.14;0.48;0.45
java.io.File.mkdirs;3;JavaLib;File mkdirs;6;1;19;70;3.68;7;0.37;0.92;1.0;4;0.06;0.21;0.25
java.io.File.mkdirs;4;JavaLib;File mkdirs;9;1;20;57;2.85;0;0.0;0.66;1.0;3;0.05;0.2;0.3
java.io.File.mkdirs;5;JavaLib;File mkdirs;8;1;15;67;4.47;4;0.27;0.94;1.0;3;0.04;0.18;0.18
java.io.File.mkdirs;6;JavaLib;File mkdirs;3;0;24;99;4.12;0;0.0;0.03;0.18;7;0.07;0.3;0.29
java.io.File.mkdirs;7;JavaLib;File mkdirs;4;0;19;70;3.68;0;0.0;0.49;0.43;6;0.09;0.32;0.38
java.io.File.mkdirs;8;JavaLib;File mkdirs;2;0;18;55;3.06;0;0.0;0.46;1.0;10;0.18;0.55;0.57
java.io.File.mkdirs;9;JavaLib;File mkdirs;10;0;17;74;4.35;2;0.12;0.31;0.29;3;0.04;0.18;0.17
java.io.File.mkdirs;10;JavaLib;File mkdirs;5;0;19;53;2.79;0;0.0;0.48;0.75;5;0.09;0.32;0.32
java.util.ArrayList.add;1;JavaLib;ArrayList add;5;1;12;36;3.0;0;0.0;0.69;1.0;6;0.17;0.42;0.44
java.util.ArrayList.add;2;JavaLib;ArrayList add;1;1;22;86;3.91;4;0.18;0.58;1.0;22;0.26;0.71;0.65
java.util.ArrayList.add;3;JavaLib;ArrayList add;3;1;14;60;4.29;3;0.21;0.74;1.0;7;0.12;0.43;0.42
java.util.ArrayList.add;4;JavaLib;ArrayList add;4;1;18;74;4.11;4;0.22;0.76;1.0;7;0.09;0.32;0.33
java.util.ArrayList.add;5;JavaLib;ArrayList add;2;1;15;57;3.8;3;0.2;0.94;1.0;9;0.16;0.49;0.5
java.util.ArrayList.add;6;JavaLib;ArrayList add;7;0;18;66;3.67;46;2.56;0.39;0.43;3;0.05;0.16;0.22
java.util.ArrayList.add;7;JavaLib;ArrayList add;10;0;18;49;2.72;1;0.06;0.54;0.75;5;0.1;0.29;0.31
java.util.ArrayList.add;8;JavaLib;ArrayList add;9;0;19;65;3.42;0;0.0;0.13;0.4;7;0.11;0.35;0.38
java.util.ArrayList.add;9;JavaLib;ArrayList add;8;0;23;65;2.83;0;0.0;0.19;1.0;2;0.03;0.12;0.13
java.util.ArrayList.add;10;JavaLib;ArrayList add;6;0;15;74;4.93;4;0.27;0.36;1.0;3;0.04;0.16;0.16
java.util.ArrayList.contains;1;JavaLib;ArrayList contains;5;1;29;133;4.59;5;0.17;0.52;1.0;5;0.04;0.15;0.22
java.util.ArrayList.contains;2;JavaLib;ArrayList contains;1;1;28;135;4.82;0;0.0;0.34;1.0;24;0.18;0.55;0.48
java.util.ArrayList.contains;3;JavaLib;ArrayList contains;6;1;12;50;4.17;0;0.0;0.81;1.0;6;0.12;0.3;0.27
java.util.ArrayList.contains;4;JavaLib;ArrayList contains;4;1;17;74;4.35;2;0.12;0.76;0.75;7;0.09;0.3;0.28
java.util.ArrayList.contains;5;JavaLib;ArrayList contains;2;1;22;103;4.68;2;0.09;0.79;1.0;13;0.13;0.32;0.31
java.util.ArrayList.contains;6;JavaLib;ArrayList contains;3;0;22;66;3.0;0;0.0;0.24;0.75;10;0.15;0.46;0.41
java.util.ArrayList.contains;7;JavaLib;ArrayList contains;7;0;21;94;4.48;4;0.19;0.28;0.38;4;0.04;0.15;0.16
java.util.ArrayList.contains;8;JavaLib;ArrayList contains;9;0;16;47;2.94;0;0.0;0.31;0.6;2;0.04;0.14;0.12
java.util.ArrayList.contains;9;JavaLib;ArrayList contains;10;0;15;62;4.13;0;0.0;0.12;0.71;5;0.08;0.21;0.2
java.util.ArrayList.contains;10;JavaLib;ArrayList contains;8;0;10;48;4.8;0;0.0;0.14;0.5;3;0.06;0.19;0.19
java.util.ArrayList.get;1;JavaLib;ArrayList get;1;1;17;80;4.71;0;0.0;0.54;1.0;10;0.12;0.35;0.46
